folio,tag,meta_left,scribal,line_text,word_index,original_word,cleaned_word,unified_word,has_markup,ambiguity_notes
f1r,f1r,f1r,,,,,,,False,
f1r,f1r.P1.1;H,f1r.P1.1,H,fachys.ykal.ar.ataiin.shol.shory.cthres.y.kor.sholdy,1,fachys.ykal.ar.ataiin.shol.shory.cthres.y.kor.sholdy,fachys.ykal.ar.ataiin.shol.shory.cthres.y.kor.sholdy,fachys.ykal.ar.ataiin.shol.shory.cthres.y.kor.sholdy,False,many_dots
f1r,f1r.P1.2;H,f1r.P1.2,H,sory.ckhar.or.y.kair.chtaiin.shar.are.cthar.cthar.dan,1,sory.ckhar.or.y.kair.chtaiin.shar.are.cthar.cthar.dan,sory.ckhar.or.y.kair.chtaiin.shar.are.cthar.cthar.dan,sory.ckhar.or.y.kair.chtaiin.shar.are.cthar.cthar.dan,False,many_dots
f1r,f1r.P1.3;H,f1r.P1.3,H,syaiir.sheky.or.ykaiin.shod.cthoary.cthes.daraiin.sa,1,syaiir.sheky.or.ykaiin.shod.cthoary.cthes.daraiin.sa,syaiir.sheky.or.ykaiin.shod.cthoary.cthes.daraiin.sa,syaiir.sheky.or.ykaiin.shod.cthoary.cthes.daraiin.sa,False,many_dots
f1r,f1r.P1.4;H,f1r.P1.4,H,ooiin.oteey.oteos.roloty.cth*ar.daiin.otaiin.or.okan,1,ooiin.oteey.oteos.roloty.cth*ar.daiin.otaiin.or.okan,ooiin.oteey.oteos.roloty.cthar.daiin.otaiin.or.okan,ooiin.oteey.oteos.roloty.cthar.daiin.otaiin.or.okan,True,markup_removed;changed_by_cleaning;many_dots
f1r,f1r.P1.5;H,f1r.P1.5,H,dair.y.chear.cthaiin.cphar.cfhaiin,1,dair.y.chear.cthaiin.cphar.cfhaiin,dair.y.chear.cthaiin.cphar.cfhaiin,dair.y.chear.cthaiin.cphar.cfhaiin,False,many_dots
f1r,f1r.T1.6;H,f1r.T1.6,H,ydaraishy,1,ydaraishy,ydaraishy,ydaraishy,False,
f1r,f1r.P2.7;H,f1r.P2.7,H,*.odar.o.y.shol.cphoy.oydar.sh.s.cfhoaiin.shodary,1,*.odar.o.y.shol.cphoy.oydar.sh.s.cfhoaiin.shodary,.odar.o.y.shol.cphoy.oydar.sh.s.cfhoaiin.shodary,.odar.o.y.shol.cphoy.oydar.sh.s.cfhoaiin.shodary,True,markup_removed;changed_by_cleaning;many_dots
f1r,f1r.P2.8;H,f1r.P2.8,H,yshey.shody.okchoy.otchol.chocthy.oschy.dain.chor.kos,1,yshey.shody.okchoy.otchol.chocthy.oschy.dain.chor.kos,yshey.shody.okchoy.otchol.chocthy.oschy.dain.chor.kos,yshey.shody.okchoy.otchol.chocthy.oschy.dain.chor.kos,False,many_dots
f1r,f1r.P2.9;H,f1r.P2.9,H,daiin.shos.cfhol.shody,1,daiin.shos.cfhol.shody,daiin.shos.cfhol.shody,daiin.shos.cfhol.shody,False,
f1r,f1r.T2.10;H,f1r.T2.10,H,dain.os.teody,1,dain.os.teody,dain.os.teody,dain.os.teody,False,
f1r,f1r.P3.11;H,f1r.P3.11,H,*.ydain.cphesaiin.ol.s.cphey.ytain.shoshy.cphodales,1,*.ydain.cphesaiin.ol.s.cphey.ytain.shoshy.cphodales,.ydain.cphesaiin.ol.s.cphey.ytain.shoshy.cphodales,.ydain.cphesaiin.ol.s.cphey.ytain.shoshy.cphodales,True,markup_removed;changed_by_cleaning;many_dots
f1r,f1r.P3.12;H,f1r.P3.12,H,oksho.kshoy.otairin.oteol.okan.shodain.sckhey.daiin,1,oksho.kshoy.otairin.oteol.okan.shodain.sckhey.daiin,oksho.kshoy.otairin.oteol.okan.shodain.sckhey.daiin,oksho.kshoy.otairin.oteol.okan.shodain.sckhey.daiin,False,many_dots
f1r,f1r.P3.13;H,f1r.P3.13,H,shoy.ckhey.kodaiin.cphy.cphodaiils.cthey.she.oldain.d,1,shoy.ckhey.kodaiin.cphy.cphodaiils.cthey.she.oldain.d,shoy.ckhey.kodaiin.cphy.cphodaiils.cthey.she.oldain.d,shoy.ckhey.kodaiin.cphy.cphodaiils.cthey.she.oldain.d,False,many_dots
f1r,f1r.P3.14;H,f1r.P3.14,H,dain.oiin.chol.odaiin.chodain.chdy.okain.dan.cthy.kod,1,dain.oiin.chol.odaiin.chodain.chdy.okain.dan.cthy.kod,dain.oiin.chol.odaiin.chodain.chdy.okain.dan.cthy.kod,dain.oiin.chol.odaiin.chodain.chdy.okain.dan.cthy.kod,False,many_dots
f1r,f1r.P3.15;H,f1r.P3.15,H,daiin.shckhey.ckeor.chor.shey.kol.chol.chol.kor.chal,1,daiin.shckhey.ckeor.chor.shey.kol.chol.chol.kor.chal,daiin.shckhey.ckeor.chor.shey.kol.chol.chol.kor.chal,daiin.shckhey.ckeor.chor.shey.kol.chol.chol.kor.chal,False,many_dots
f1r,f1r.P3.16;H,f1r.P3.16,H,sho.chol.shodan.kshy.kchy.dor.chodaiin.sho.kchom,1,sho.chol.shodan.kshy.kchy.dor.chodaiin.sho.kchom,sho.chol.shodan.kshy.kchy.dor.chodaiin.sho.kchom,sho.chol.shodan.kshy.kchy.dor.chodaiin.sho.kchom,False,many_dots
f1r,f1r.P3.17;H,f1r.P3.17,H,ycho.tchey.chokain.sheo.pshol.dydyd.cthy.daicthy,1,ycho.tchey.chokain.sheo.pshol.dydyd.cthy.daicthy,ycho.tchey.chokain.sheo.pshol.dydyd.cthy.daicthy,ycho.tchey.chokain.sheo.pshol.dydyd.cthy.daicthy,False,many_dots
f1r,f1r.P3.18;H,f1r.P3.18,H,yto.shol.she.kodshey.cphealy.dasain.dain.ckhyds,1,yto.shol.she.kodshey.cphealy.dasain.dain.ckhyds,yto.shol.she.kodshey.cphealy.dasain.dain.ckhyds,yto.shol.she.kodshey.cphealy.dasain.dain.ckhyds,False,many_dots
f1r,f1r.P3.19;H,f1r.P3.19,H,dchar.shcthaiin.okaiir.chey.rchy.potol.cthols.dlocta,1,dchar.shcthaiin.okaiir.chey.rchy.potol.cthols.dlocta,dchar.shcthaiin.okaiir.chey.rchy.potol.cthols.dlocta,dchar.shcthaiin.okaiir.chey.rchy.potol.cthols.dlocta,False,many_dots
f1r,f1r.P3.20;H,f1r.P3.20,H,shok.chor.chey.dain.ckhey,1,shok.chor.chey.dain.ckhey,shok.chor.chey.dain.ckhey,shok.chor.chey.dain.ckhey,False,many_dots
f1r,f1r.T3.21;H,f1r.T3.21,H,otol.daiiin,1,otol.daiiin,otol.daiiin,otol.daiiin,False,
f1r,f1r.P4.22;H,f1r.P4.22,H,cpho.shaiin.shokcheey.chol.tshodeesy.shey.pydeey.chy.ro.d*,1,cpho.shaiin.shokcheey.chol.tshodeesy.shey.pydeey.chy.ro.d*,cpho.shaiin.shokcheey.chol.tshodeesy.shey.pydeey.chy.ro.d,cpho.shaiin.shokcheey.chol.tshodeesy.shey.pydeey.chy.ro.d,True,markup_removed;changed_by_cleaning;many_dots
f1r,f1r.P4.23;H,f1r.P4.23,H,*doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cthar,1,*doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cthar,doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cthar,doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cthar,True,markup_removed;changed_by_cleaning;many_dots
f1r,f1r.P4.24;H,f1r.P4.24,H,cho*o.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar,1,cho*o.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar,choo.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar,choo.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar,True,markup_removed;changed_by_cleaning;many_dots
f1r,f1r.P4.25;H,f1r.P4.25,H,ycheey.okay.oky.daiin.okchey.kokaiin.**chol.k**chy.dal,1,ycheey.okay.oky.daiin.okchey.kokaiin.**chol.k**chy.dal,ycheey.okay.oky.daiin.okchey.kokaiin.chol.kchy.dal,ycheey.okay.oky.daiin.okchey.kokaiin.chol.kchy.dal,True,markup_removed;changed_by_cleaning;many_dots
f1r,f1r.P4.26;H,f1r.P4.26,H,d*eeo.shody.koshey.cthy.okchey.keey.keey.dal.chtor,1,d*eeo.shody.koshey.cthy.okchey.keey.keey.dal.chtor,deeo.shody.koshey.cthy.okchey.keey.keey.dal.chtor,deeo.shody.koshey.cthy.okchey.keey.keey.dal.chtor,True,markup_removed;changed_by_cleaning;many_dots
f1r,f1r.P4.27;H,f1r.P4.27,H,*eo.chol.chok.choty.chotey,1,*eo.chol.chok.choty.chotey,eo.chol.chok.choty.chotey,eo.chol.chok.choty.chotey,True,markup_removed;changed_by_cleaning;many_dots
f1r,f1r.T4.28;H,f1r.T4.28,H,dchaiin,1,dchaiin,dchaiin,dchaiin,False,
f1v,f1v,f1v,,,,,,,False,
f1v,f1v.P.1;H,f1v.P.1,H,kchsy.chadaiin.ololtchey.char.cfhar.am,1,kchsy.chadaiin.ololtchey.char.cfhar.am,kchsy.chadaiin.ololtchey.char.cfhar.am,kchsy.chadaiin.ololtchey.char.cfhar.am,False,many_dots
f1v,f1v.P.2;H,f1v.P.2,H,yteeay.char.or.ochydcho.lkody.okodar.chody,1,yteeay.char.or.ochydcho.lkody.okodar.chody,yteeay.char.or.ochydcho.lkody.okodar.chody,yteeay.char.or.ochydcho.lkody.okodar.chody,False,many_dots
f1v,f1v.P.3;H,f1v.P.3,H,do.ckhy.ckho.ckhy.shydksheey.cthy.kotchody.dal,1,do.ckhy.ckho.ckhy.shydksheey.cthy.kotchody.dal,do.ckhy.ckho.ckhy.shydksheey.cthy.kotchody.dal,do.ckhy.ckho.ckhy.shydksheey.cthy.kotchody.dal,False,many_dots
f1v,f1v.P.4;H,f1v.P.4,H,dol.chokeo.dair.damsochey.chokody,1,dol.chokeo.dair.damsochey.chokody,dol.chokeo.dair.damsochey.chokody,dol.chokeo.dair.damsochey.chokody,False,many_dots
f1v,f1v.P.5;H,f1v.P.5,H,potoy.shol.dair.cphoaldar.chey.tody.otoaiin.shoshy,1,potoy.shol.dair.cphoaldar.chey.tody.otoaiin.shoshy,potoy.shol.dair.cphoaldar.chey.tody.otoaiin.shoshy,potoy.shol.dair.cphoaldar.chey.tody.otoaiin.shoshy,False,many_dots
f1v,f1v.P.6;H,f1v.P.6,H,choky.chol.cthol.shol.okaldolchey.chodo.lol.chy.cthy,1,choky.chol.cthol.shol.okaldolchey.chodo.lol.chy.cthy,choky.chol.cthol.shol.okaldolchey.chodo.lol.chy.cthy,choky.chol.cthol.shol.okaldolchey.chodo.lol.chy.cthy,False,many_dots
f1v,f1v.P.7;H,f1v.P.7,H,qo.ol.choeee.cheol.dol.ctheyykol.dol.dolo.ykol.do.lchody,1,qo.ol.choeee.cheol.dol.ctheyykol.dol.dolo.ykol.do.lchody,qo.ol.choeee.cheol.dol.ctheyykol.dol.dolo.ykol.do.lchody,qo.ol.choeee.cheol.dol.ctheyykol.dol.dolo.ykol.do.lchody,False,many_dots
f1v,f1v.P.8;H,f1v.P.8,H,okol.shol.kol.kechy.chol.kychol.cthol.chody.chol.daiin,1,okol.shol.kol.kechy.chol.kychol.cthol.chody.chol.daiin,okol.shol.kol.kechy.chol.kychol.cthol.chody.chol.daiin,okol.shol.kol.kechy.chol.kychol.cthol.chody.chol.daiin,False,many_dots
f1v,f1v.P.9;H,f1v.P.9,H,shor.okol.chol.dol.ky.darshol.dchor.otcho.dar.shody,1,shor.okol.chol.dol.ky.darshol.dchor.otcho.dar.shody,shor.okol.chol.dol.ky.darshol.dchor.otcho.dar.shody,shor.okol.chol.dol.ky.darshol.dchor.otcho.dar.shody,False,many_dots
f1v,f1v.P.10;H,f1v.P.10,H,taor.chotchey.dal.chodyschody.pol.chodar,1,taor.chotchey.dal.chodyschody.pol.chodar,taor.chotchey.dal.chodyschody.pol.chodar,taor.chotchey.dal.chodyschody.pol.chodar,False,many_dots
f2r,f2r,f2r,,,,,,,False,
f2r,f2r.P.1;H,f2r.P.1,H,kydainy.ypchol.daiin.otchalypchaiin.ckholsy,1,kydainy.ypchol.daiin.otchalypchaiin.ckholsy,kydainy.ypchol.daiin.otchalypchaiin.ckholsy,kydainy.ypchol.daiin.otchalypchaiin.ckholsy,False,many_dots
f2r,f2r.P.2;H,f2r.P.2,H,dorchorychkar.sshor.cthy.cth,1,dorchorychkar.sshor.cthy.cth,dorchorychkar.sshor.cthy.cth,dorchorychkar.sshor.cthy.cth,False,
f2r,f2r.P.3;H,f2r.P.3,H,qotaiincthey.ychor.chy.ydychaiin,1,qotaiincthey.ychor.chy.ydychaiin,qotaiincthey.ychor.chy.ydychaiin,qotaiincthey.ychor.chy.ydychaiin,False,
f2r,f2r.P.4;H,f2r.P.4,H,chaindychtod.dycphy.dalschokaiin.d,1,chaindychtod.dycphy.dalschokaiin.d,chaindychtod.dycphy.dalschokaiin.d,chaindychtod.dycphy.dalschokaiin.d,False,
f2r,f2r.P.5;H,f2r.P.5,H,otochor.alshodaiinchol.danytchaiin.dan,1,otochor.alshodaiinchol.danytchaiin.dan,otochor.alshodaiinchol.danytchaiin.dan,otochor.alshodaiinchol.danytchaiin.dan,False,
f2r,f2r.P.6;H,f2r.P.6,H,saiin.dainddkol.sorytoldydchol.dchy.cthy,1,saiin.dainddkol.sorytoldydchol.dchy.cthy,saiin.dainddkol.sorytoldydchol.dchy.cthy,saiin.dainddkol.sorytoldydchol.dchy.cthy,False,many_dots
f2r,f2r.P.7;H,f2r.P.7,H,shor.ckhy.daiinychol.dan,1,shor.ckhy.daiinychol.dan,shor.ckhy.daiinychol.dan,shor.ckhy.daiinychol.dan,False,
f2r,f2r.P.8;H,f2r.P.8,H,kydain.shaiin.qoy.s.shol.fodanyksh.olsheey.daiildy,1,kydain.shaiin.qoy.s.shol.fodanyksh.olsheey.daiildy,kydain.shaiin.qoy.s.shol.fodanyksh.olsheey.daiildy,kydain.shaiin.qoy.s.shol.fodanyksh.olsheey.daiildy,False,many_dots
f2r,f2r.P.9;H,f2r.P.9,H,dlssho.kol.sheey.qokey.ykody.sochol.yky.dain.daiirol,1,dlssho.kol.sheey.qokey.ykody.sochol.yky.dain.daiirol,dlssho.kol.sheey.qokey.ykody.sochol.yky.dain.daiirol,dlssho.kol.sheey.qokey.ykody.sochol.yky.dain.daiirol,False,many_dots
f2r,f2r.P.10;H,f2r.P.10,H,qoky.cholaiin.shol.sheky.daiincthey.keol.saiin.saiin,1,qoky.cholaiin.shol.sheky.daiincthey.keol.saiin.saiin,qoky.cholaiin.shol.sheky.daiincthey.keol.saiin.saiin,qoky.cholaiin.shol.sheky.daiincthey.keol.saiin.saiin,False,many_dots
f2r,f2r.P.11;H,f2r.P.11,H,ychain.dal.chy.dalor.shan.danolsaiin.sheey.ckhor,1,ychain.dal.chy.dalor.shan.danolsaiin.sheey.ckhor,ychain.dal.chy.dalor.shan.danolsaiin.sheey.ckhor,ychain.dal.chy.dalor.shan.danolsaiin.sheey.ckhor,False,many_dots
f2r,f2r.P.12;H,f2r.P.12,H,okol.chy.chor.cthor.yor.an.chansaiin.chety.chyky.sal,1,okol.chy.chor.cthor.yor.an.chansaiin.chety.chyky.sal,okol.chy.chor.cthor.yor.an.chansaiin.chety.chyky.sal,okol.chy.chor.cthor.yor.an.chansaiin.chety.chyky.sal,False,many_dots
f2r,f2r.P.13;H,f2r.P.13,H,sho.ykeey.chey.daiin.chcthy,1,sho.ykeey.chey.daiin.chcthy,sho.ykeey.chey.daiin.chcthy,sho.ykeey.chey.daiin.chcthy,False,many_dots
f2v,f2v,f2v,,,,,,,False,
f2v,f2v.P.1;H,f2v.P.1,H,kooiin.cheo.pchor.otaiin.o.dain.chordair.shty,1,kooiin.cheo.pchor.otaiin.o.dain.chordair.shty,kooiin.cheo.pchor.otaiin.o.dain.chordair.shty,kooiin.cheo.pchor.otaiin.o.dain.chordair.shty,False,many_dots
f2v,f2v.P.2;H,f2v.P.2,H,kcho.kchy.sho.shol.qotcho.loeees.qotychor.daiin,1,kcho.kchy.sho.shol.qotcho.loeees.qotychor.daiin,kcho.kchy.sho.shol.qotcho.loeees.qotychor.daiin,kcho.kchy.sho.shol.qotcho.loeees.qotychor.daiin,False,many_dots
f2v,f2v.P.3;H,f2v.P.3,H,otchy.chor.lshy.chol.chody.chodainchcthy.daiin,1,otchy.chor.lshy.chol.chody.chodainchcthy.daiin,otchy.chor.lshy.chol.chody.chodainchcthy.daiin,otchy.chor.lshy.chol.chody.chodainchcthy.daiin,False,many_dots
f2v,f2v.P.4;H,f2v.P.4,H,sho.cholo.cheor.chodaiin,1,sho.cholo.cheor.chodaiin,sho.cholo.cheor.chodaiin,sho.cholo.cheor.chodaiin,False,
f2v,f2v.P.5;H,f2v.P.5,H,kchor.shy.daiiin.chckhoys.shey.dor.chol.daiin,1,kchor.shy.daiiin.chckhoys.shey.dor.chol.daiin,kchor.shy.daiiin.chckhoys.shey.dor.chol.daiin,kchor.shy.daiiin.chckhoys.shey.dor.chol.daiin,False,many_dots
f2v,f2v.P.6;H,f2v.P.6,H,dor.chol.chor.chol.keol.chy.chtydaiin.otchor.chan,1,dor.chol.chor.chol.keol.chy.chtydaiin.otchor.chan,dor.chol.chor.chol.keol.chy.chtydaiin.otchor.chan,dor.chol.chor.chol.keol.chy.chtydaiin.otchor.chan,False,many_dots
f2v,f2v.P.7;H,f2v.P.7,H,daiin.chotchey.qoteeey.chokeoschees.chr.cheaiin,1,daiin.chotchey.qoteeey.chokeoschees.chr.cheaiin,daiin.chotchey.qoteeey.chokeoschees.chr.cheaiin,daiin.chotchey.qoteeey.chokeoschees.chr.cheaiin,False,many_dots
f2v,f2v.P.8;H,f2v.P.8,H,chokoishe.chor.cheol.chol.dolody,1,chokoishe.chor.cheol.chol.dolody,chokoishe.chor.cheol.chol.dolody,chokoishe.chor.cheol.chol.dolody,False,many_dots
f3r,f3r,f3r,,,,,,,False,
f3r,f3r.P.1;H,f3r.P.1,H,tsheos.qopal.chol.cthol.daimm,1,tsheos.qopal.chol.cthol.daimm,tsheos.qopal.chol.cthol.daimm,tsheos.qopal.chol.cthol.daimm,False,many_dots
f3r,f3r.P.2;H,f3r.P.2,H,ycheor.chor.dam.qotcham.cham,1,ycheor.chor.dam.qotcham.cham,ycheor.chor.dam.qotcham.cham,ycheor.chor.dam.qotcham.cham,False,many_dots
f3r,f3r.P.3;H,f3r.P.3,H,ochor.qocheor.chol.daiin.cthy,1,ochor.qocheor.chol.daiin.cthy,ochor.qocheor.chol.daiin.cthy,ochor.qocheor.chol.daiin.cthy,False,many_dots
f3r,f3r.P.4;H,f3r.P.4,H,schey.chor.chal.cham.cham.cho,1,schey.chor.chal.cham.cham.cho,schey.chor.chal.cham.cham.cho,schey.chor.chal.cham.cham.cho,False,many_dots
f3r,f3r.P.5;H,f3r.P.5,H,qokol.chololy.s.cham.cthol,1,qokol.chololy.s.cham.cthol,qokol.chololy.s.cham.cthol,qokol.chololy.s.cham.cthol,False,many_dots
f3r,f3r.P.6;H,f3r.P.6,H,ychtaiin.chor.cthom.otal.dam,1,ychtaiin.chor.cthom.otal.dam,ychtaiin.chor.cthom.otal.dam,ychtaiin.chor.cthom.otal.dam,False,many_dots
f3r,f3r.P.7;H,f3r.P.7,H,otchol.qodaiin.chom.shom.damo,1,otchol.qodaiin.chom.shom.damo,otchol.qodaiin.chom.shom.damo,otchol.qodaiin.chom.shom.damo,False,many_dots
f3r,f3r.P.8;H,f3r.P.8,H,ysheor.chor.chol.oky.damo,1,ysheor.chor.chol.oky.damo,ysheor.chor.chol.oky.damo,ysheor.chor.chol.oky.damo,False,many_dots
f3r,f3r.P.9;H,f3r.P.9,H,sho.*or.sheoldam.otchody.ol,1,sho.*or.sheoldam.otchody.ol,sho.or.sheoldam.otchody.ol,sho.or.sheoldam.otchody.ol,True,markup_removed;changed_by_cleaning;many_dots
f3r,f3r.P.10;H,f3r.P.10,H,ydas.chol.cthom,1,ydas.chol.cthom,ydas.chol.cthom,ydas.chol.cthom,False,
f3r,f3r.P.11;H,f3r.P.11,H,pcheol.shol.sols.sheol.shey,1,pcheol.shol.sols.sheol.shey,pcheol.shol.sols.sheol.shey,pcheol.shol.sols.sheol.shey,False,many_dots
f3r,f3r.P.12;H,f3r.P.12,H,okadaiin.qokchor.qoschodam.octhy,1,okadaiin.qokchor.qoschodam.octhy,okadaiin.qokchor.qoschodam.octhy,okadaiin.qokchor.qoschodam.octhy,False,
f3r,f3r.P.13;H,f3r.P.13,H,qokeey.qot.shey.qokody.qokchey.cheody,1,qokeey.qot.shey.qokody.qokchey.cheody,qokeey.qot.shey.qokody.qokchey.cheody,qokeey.qot.shey.qokody.qokchey.cheody,False,many_dots
f3r,f3r.P.14;H,f3r.P.14,H,chor.qodair.okeey.qokeey,1,chor.qodair.okeey.qokeey,chor.qodair.okeey.qokeey,chor.qodair.okeey.qokeey,False,
f3r,f3r.P.15;H,f3r.P.15,H,tsheoarom.shor.or.chor.olchsy.chom.otchomoporar,1,tsheoarom.shor.or.chor.olchsy.chom.otchomoporar,tsheoarom.shor.or.chor.olchsy.chom.otchomoporar,tsheoarom.shor.or.chor.olchsy.chom.otchomoporar,False,many_dots
f3r,f3r.P.16;H,f3r.P.16,H,oteol.chol.s.cheol.ekshy.qokeom.qokol.daiinsoleeg,1,oteol.chol.s.cheol.ekshy.qokeom.qokol.daiinsoleeg,oteol.chol.s.cheol.ekshy.qokeom.qokol.daiinsoleeg,oteol.chol.s.cheol.ekshy.qokeom.qokol.daiinsoleeg,False,many_dots
f3r,f3r.P.17;H,f3r.P.17,H,soeom.okeom.yteody.qokeeo.dal.sam,1,soeom.okeom.yteody.qokeeo.dal.sam,soeom.okeom.yteody.qokeeo.dal.sam,soeom.okeom.yteody.qokeeo.dal.sam,False,many_dots
f3r,f3r.P.18;H,f3r.P.18,H,pcheoldom.shodaiin.qopchor.qopol.opchol.qotyotolom,1,pcheoldom.shodaiin.qopchor.qopol.opchol.qotyotolom,pcheoldom.shodaiin.qopchor.qopol.opchol.qotyotolom,pcheoldom.shodaiin.qopchor.qopol.opchol.qotyotolom,False,many_dots
f3r,f3r.P.19;H,f3r.P.19,H,otchor.ol.cheor.qoeor.dair.qoteol.qosaiinchor.cthy,1,otchor.ol.cheor.qoeor.dair.qoteol.qosaiinchor.cthy,otchor.ol.cheor.qoeor.dair.qoteol.qosaiinchor.cthy,otchor.ol.cheor.qoeor.dair.qoteol.qosaiinchor.cthy,False,many_dots
f3r,f3r.P.20;H,f3r.P.20,H,ycheor.chol.odaiin.chol.s.aiin.okolor.am,1,ycheor.chol.odaiin.chol.s.aiin.okolor.am,ycheor.chol.odaiin.chol.s.aiin.okolor.am,ycheor.chol.odaiin.chol.s.aiin.okolor.am,False,many_dots
f3v,f3v,f3v,,,,,,,False,
f3v,f3v.P.1;H,f3v.P.1,H,koaiin.cphor.qotoy.sha.ckhol.ykoaiin.s.oly,1,koaiin.cphor.qotoy.sha.ckhol.ykoaiin.s.oly,koaiin.cphor.qotoy.sha.ckhol.ykoaiin.s.oly,koaiin.cphor.qotoy.sha.ckhol.ykoaiin.s.oly,False,many_dots
f3v,f3v.P.2;H,f3v.P.2,H,daiidy.qoteeol.okchor.okor.olytol.dol.dar,1,daiidy.qoteeol.okchor.okor.olytol.dol.dar,daiidy.qoteeol.okchor.okor.olytol.dol.dar,daiidy.qoteeol.okchor.okor.olytol.dol.dar,False,many_dots
f3v,f3v.P.3;H,f3v.P.3,H,okom.chol.shol.seees.chom.cheeykam.okai,1,okom.chol.shol.seees.chom.cheeykam.okai,okom.chol.shol.seees.chom.cheeykam.okai,okom.chol.shol.seees.chom.cheeykam.okai,False,many_dots
f3v,f3v.P.4;H,f3v.P.4,H,qodar.ees.eey.kcheol.okal.do.r.chear.een,1,qodar.ees.eey.kcheol.okal.do.r.chear.een,qodar.ees.eey.kcheol.okal.do.r.chear.een,qodar.ees.eey.kcheol.okal.do.r.chear.een,False,many_dots
f3v,f3v.P.5;H,f3v.P.5,H,yeeear.otchal.eeor.eear.ckhy,1,yeeear.otchal.eeor.eear.ckhy,yeeear.otchal.eeor.eear.ckhy,yeeear.otchal.eeor.eear.ckhy,False,many_dots
f3v,f3v.P.6;H,f3v.P.6,H,or.cheor.kor.chodaly.chom,1,or.cheor.kor.chodaly.chom,or.cheor.kor.chodaly.chom,or.cheor.kor.chodaly.chom,False,many_dots
f3v,f3v.P.7;H,f3v.P.7,H,tchor.otcham.chor.cfham.s,1,tchor.otcham.chor.cfham.s,tchor.otcham.chor.cfham.s,tchor.otcham.chor.cfham.s,False,many_dots
f3v,f3v.P.8;H,f3v.P.8,H,ykchy.kchom.chor.chekeol.oka,1,ykchy.kchom.chor.chekeol.oka,ykchy.kchom.chor.chekeol.oka,ykchy.kchom.chor.chekeol.oka,False,many_dots
f3v,f3v.P.9;H,f3v.P.9,H,ytcheear.okeol.cthodoaly.chor.cthy,1,ytcheear.okeol.cthodoaly.chor.cthy,ytcheear.okeol.cthodoaly.chor.cthy,ytcheear.okeol.cthodoaly.chor.cthy,False,many_dots
f3v,f3v.P.10;H,f3v.P.10,H,ochor.daiin.qokshol.daiim.chol.okary,1,ochor.daiin.qokshol.daiim.chol.okary,ochor.daiin.qokshol.daiim.chol.okary,ochor.daiin.qokshol.daiim.chol.okary,False,many_dots
f3v,f3v.P.11;H,f3v.P.11,H,sho.shockho.ckhy.tchor.chodaiin.chom,1,sho.shockho.ckhy.tchor.chodaiin.chom,sho.shockho.ckhy.tchor.chodaiin.chom,sho.shockho.ckhy.tchor.chodaiin.chom,False,many_dots
f3v,f3v.P.12;H,f3v.P.12,H,osh.chodair.ytchy.tchor.kcham.s,1,osh.chodair.ytchy.tchor.kcham.s,osh.chodair.ytchy.tchor.kcham.s,osh.chodair.ytchy.tchor.kcham.s,False,many_dots
f3v,f3v.P.13;H,f3v.P.13,H,shar.shkaiin.qokchy.yty.cthal.chky,1,shar.shkaiin.qokchy.yty.cthal.chky,shar.shkaiin.qokchy.yty.cthal.chky,shar.shkaiin.qokchy.yty.cthal.chky,False,many_dots
f3v,f3v.P.14;H,f3v.P.14,H,dain.sheam.yteam,1,dain.sheam.yteam,dain.sheam.yteam,dain.sheam.yteam,False,
f4r,f4r,f4r,,,,,,,False,
f4r,f4r.P.1;H,f4r.P.1,H,kodalchy.chpady.sheol.ol.sheey.qoteydoiin.chor.ytoy,1,kodalchy.chpady.sheol.ol.sheey.qoteydoiin.chor.ytoy,kodalchy.chpady.sheol.ol.sheey.qoteydoiin.chor.ytoy,kodalchy.chpady.sheol.ol.sheey.qoteydoiin.chor.ytoy,False,many_dots
f4r,f4r.P.2;H,f4r.P.2,H,dchor.chol.shol.cthol.shtchy.chaiinschoraiin.chom,1,dchor.chol.shol.cthol.shtchy.chaiinschoraiin.chom,dchor.chol.shol.cthol.shtchy.chaiinschoraiin.chom,dchor.chol.shol.cthol.shtchy.chaiinschoraiin.chom,False,many_dots
f4r,f4r.P.3;H,f4r.P.3,H,otchol.chol.chy.chaiin.qotaiindaiin.shain,1,otchol.chol.chy.chaiin.qotaiindaiin.shain,otchol.chol.chy.chaiin.qotaiindaiin.shain,otchol.chol.chy.chaiin.qotaiindaiin.shain,False,many_dots
f4r,f4r.P.4;H,f4r.P.4,H,qotchol.chy.yty.daiin.okaiin.cthy,1,qotchol.chy.yty.daiin.okaiin.cthy,qotchol.chy.yty.daiin.okaiin.cthy,qotchol.chy.yty.daiin.okaiin.cthy,False,many_dots
f4r,f4r.P.5;H,f4r.P.5,H,pydaiin.qotchy.dy.tydy,1,pydaiin.qotchy.dy.tydy,pydaiin.qotchy.dy.tydy,pydaiin.qotchy.dy.tydy,False,
